stop_id,stop_name,stop_lat,stop_lon
000005142,"Halle (Saale), Alfred-Oelßner-Str.",51.508088,11.882009
000005143,"Halle (Saale), Kröllwitz",51.507653,11.927812
000005144,"Halle (Saale), Altenburger Str.",51.477593,12.040551
000005145,"Halle (Saale), Harfenweg",51.442782,11.946576
000005146,"Halle (Saale), Krankenhaus Martha-Maria",51.503900,11.876789
000005147,"Halle (Saale), S-Bahnhof Südstadt (Tram/Bus)",51.449657,11.950616
000005148,"Halle (Saale), Südfriedhof",51.462751,11.977484
000005149,"Halle (Saale), Südpark",51.470168,11.926503
000005151,"Halle (Saale), Fiete-Schulze-Str.",51.478369,12.010856
000005152,"Kirchfährendorf (Bad Dürrenberg)",51.296279,12.055722
000005153,"Halle (Saale), Fischerring",51.518441,11.917422
000005154,"Halle (Saale), Gustav-Staude-Str.",51.441867,11.965723
000005155,"Halle (Saale), Gustav-Menzel-Platz",51.484166,11.900861
000005156,"Halle (Saale), Bertolt-Brecht-Weg",51.438545,11.952388
000005157,"Lieskau, Gemeindeamt",51.505079,11.862054
000005158,"Halle (Saale), Mühlrain",51.509770,12.000507
000005159,"Halle (Saale), Tiefe Str.",51.429174,11.989337
000005160,"Halle (Saale), Wolfgang-Borchert-Str.",51.472190,11.907371
000005162,"Merseburg, Hohendorfer Marke",51.382108,11.987157
000005163,"Halle (Saale), Waldstr.",51.510897,11.910225
000005164,"Halle (Saale), Weinberg Campus",51.495899,11.939099
000005165,"Halle (Saale), Waldhornweg",51.440855,11.949199
000005166,"Halle (Saale), Turmstr.",51.463241,11.974134
000005167,"Halle (Saale), Kornblumenweg",51.506677,11.991746
000005168,"Schkopau, Korbethaer Str.",51.400986,11.974532
000005169,"Halle (Saale), Kolkturmring",51.517964,11.909480
000005170,"Halle (Saale), Kollenbeyer Weg",51.412459,11.982307
000005171,"Leuna, Krähenberg",51.318464,12.032088
000005173,"Halle (Saale), Schule Kröllwitz",51.507592,11.950672
000005174,"Halle (Saale), Schwarzenberger Str.",51.486777,12.046635
000005175,"Halle (Saale), Karl-Pilger-Str.",51.429275,11.980052
000005176,"Halle (Saale), Futterwerk",51.525404,11.939545
000005177,"Halle (Saale), Frohe Zukunft",51.508941,11.994603
000005178,"Halle (Saale), Willy-Lohmann-Str.",51.493175,11.970783
000005179,"Halle (Saale), Wiener Str.",51.455792,11.943341
000005180,"Halle (Saale), Göttinger Bogen",51.477122,11.902832
000005181,"Halle (Saale), Zscherbener Str.",51.473837,11.913105
000005182,"Halle (Saale), Freyburger Str.",51.445305,11.960968
000005183,"Halle (Saale), Schwuchtstr.",51.507719,11.937771
000005184,"Halle (Saale), Schwimmhalle",51.478950,11.915389
000005186,"Halle (Saale), Volkspark",51.497427,11.955878
000005188,"Halle (Saale), Emil-Eichhorn-Str.",51.505656,11.960085
000005189,"Halle (Saale), Ernst-Grube-Str.",51.500478,11.936095
000005190,"Halle (Saale), Küttener Weg",51.514745,11.969680
000005191,"Halle (Saale), Kurt-Tucholsky-Str.",51.473734,11.961673
000005192,"Halle (Saale), Kurt-Wüsteneck-Str.",51.431877,11.984163
000005194,"Halle (Saale), Roßlauer Str.",51.440669,11.973256
000005195,"Halle (Saale), Reideburger Str.",51.483673,12.002133
000005196,"Halle (Saale), S-Bahnhof Nietleben (Bus)",51.487946,11.906847
000005197,"Halle (Saale), Schwerzer Str.",51.483599,11.995562
000005198,"Halle (Saale), Dachstr.",51.522208,11.914882
000005199,"Halle (Saale), Taucherweg",51.462757,11.964128
000005200,"Leuna, Sachsenplatz",51.323468,12.024942
000005202,"Halle (Saale), Friedhof Neustadt",51.479342,11.884284
000005203,"Halle (Saale), Seeben",51.530982,11.973607
000005204,"Halle (Saale), Melanchthonstr.",51.470351,11.968896
000005205,"Schkopau, Am Schloß",51.391891,11.983943
000005206,"Halle (Saale), Dölau",51.511690,11.881012
000005207,"Halle (Saale), S-Bahnhof Silberhöhe (Tram/Bus)",51.444534,11.966558
000005208,"Halle (Saale), Saline",51.481543,11.957211
000005209,"Halle (Saale), Apoldaer Str.",51.490354,12.005626
000005210,"Halle (Saale), Vogelweide",51.457491,11.971831
000005211,"Halle (Saale), Südstadt",51.449518,11.960737
000005212,"Halle (Saale), Willi-Bredel-Str.",51.442151,11.959124
000005213,"Halle (Saale), Am Wasserturm",51.493228,11.981819
000005214,"Halle (Saale), Am Sommerbad",51.435805,11.984217
000005215,"Halle (Saale), Wörmlitz",51.452034,11.942956
000005217,"Halle (Saale), Ammendorf",51.424649,11.986596
000005218,"Halle (Saale), Am Bruchsee",51.481506,11.919972
000005220,"Halle (Saale), Jasminweg",51.515278,11.979874
000005221,"Halle (Saale), Joliot-Curie-Platz",51.484718,11.973142
000005222,"Bad Dürrenberg, Kurpark (Tram)",51.298948,12.060933
000005223,"Halle (Saale), Kühlhaus",51.527393,11.933000
000005224,"Leuna, Kröllwitz",51.303037,12.041713
000005225,"Halle (Saale), Radeweller Str.",51.422495,11.996652
000005226,"Merseburg, Zentrum",51.355553,11.994001
000005227,"Halle (Saale), An der Feuerwache",51.480777,11.934771
000005228,"Halle (Saale), Ankerstr.",51.482355,11.963499
000005229,"Halle (Saale), Thüringer Str.",51.469005,11.992806
000005230,"Halle (Saale), Hechtgraben",51.513606,11.910110
000005231,"Halle (Saale), Höllweg",51.515043,12.005264
000005232,"Halle (Saale), Marktplatz",51.482765,11.969328
000005234,"Halle (Saale), Rattmannsdorfer Weg",51.457860,11.952959
000005235,"Halle (Saale), Rennbahnkreuz",51.482808,11.946983
000005236,"Halle (Saale), S-Bahnhof Steintorbrücke",51.489809,11.986507
000005237,"Halle (Saale), Am Steintor",51.488189,11.978077
000005238,"Halle (Saale), Alte Heerstr.",51.429821,11.974852
000005239,"Halle (Saale), Alfred-Schneider-Str.",51.478555,12.019017
000005240,"Halle (Saale), Alfred-Reinhardt-Str.",51.424996,11.989927
000005241,"Halle (Saale), Adolfstr.",51.497379,11.964546
000005242,"Halle (Saale), Am breiten Pfuhl",51.453229,11.972921
000005244,"Halle (Saale), Helmut-von-Gerlach-Str.",51.489872,11.999516
000005245,"Halle (Saale), S-Bahnhof Wohnstadt Nord",51.515198,11.963153
000005246,"Halle (Saale), Mörikestr.",51.511130,11.993767
000005247,"Halle (Saale), Hallmarkt",51.482325,11.966463
000005248,"Merseburg, Süd (Friedhof)",51.330116,11.976426
000005249,"Halle (Saale), Weststr.",51.470923,11.896104
000005257,"Halle (Saale), Reileck",51.496138,11.965978
000005258,"Halle (Saale), Rannischer Platz",51.474271,11.969583
000005259,"Halle (Saale), Raffineriestr.",51.472929,11.989838
000005260,"Halle (Saale), Radewell",51.423797,11.992164
000005261,"Halle (Saale), MesseHandelsCentrum",51.449200,12.023180
000005262,"Halle (Saale), Binnenhafenstr.",51.524601,11.942534
000005263,"Halle (Saale), Rapsweg",51.489479,12.029807
000005264,"Halle (Saale), Seebener Str.",51.510766,11.961367
000005265,"Halle (Saale), Am Stadion",51.481249,11.911504
000005266,"Merseburg, Stadtstadion",51.377006,11.989784
000005267,"Halle (Saale), Freiheit",51.529075,11.972949
000005268,"Merseburg, Slawenweg",51.369540,11.994483
000005438,"Halle (Saale), ZOB",51.477433,11.984561
000005441,"Friedeburg (Saale)",51.620035,11.743837
000005490,"Wurzen, Am Steinhof",51.364122,12.731988
000005635,"Kleinwethau, Goldener Rabe",51.135045,11.864888
000005636,"Naumburg (Saale), Schönburger Str.",51.151710,11.822590
000005637,"Naumburg (Saale), Linsenberg",51.153239,11.827787
000005639,"Neue Welt (Schönburg)",51.152809,11.857283
000005640,"Schönburg (Burgenlandkreis)",51.160291,11.869327
000005641,"Possenhain (Schönburg)",51.157530,11.896708
000005642,"Stößen, Schule",51.115105,11.921435
000005643,"Droitzen (Görschen)",51.111184,11.886022
000005644,"Schmerdorf (Gieckau)",51.130012,11.900143
000005645,"Gieckau",51.135326,11.883441
000005646,"Scheiplitz (Görschen)",51.123626,11.888627
000005647,"Stößen, Zeitzer Str.",51.113294,11.925549
000005650,"Henne (Naumburg)",51.173137,11.829220
000005651,"Schellsitz (Naumburg)",51.157675,11.844659
000005652,"Eulau (Naumburg)",51.179393,11.854794
000005653,"Dobichau (Pödelist)",51.200690,11.836806
000005654,"Pödelist",51.208585,11.832324
000005656,"Freyburg (Unstrut), Ehrauberge",51.201085,11.779972
000005657,"Eulau (Naumburg), Zur Heide",51.177207,11.848937
000005659,"Naumburg (Saale), Poststr.",51.157453,11.805870
000005662,"Nöbeditz (Stößen)",51.121581,11.933888
000005664,"Naumburg (Saale), Hallesche Str./Auenblick",51.160685,11.818792
000005666,"Freyburg (Unstrut), Siedlung",51.223350,11.774141
000005667,"Zscheiplitz (Freyburg)",51.216531,11.737297
000005668,"Müncheroda (Gleina)",51.232043,11.731416
000005670,"Weischütz",51.221626,11.707304
000005672,"Weischütz, Weinberge",51.229023,11.691042
000005673,"Altenroda (Bad Bibra)",51.240915,11.568430
000005674,"Altenroda (Bad Bibra), Siedlung",51.238470,11.574524
000005675,"Gleina, Abzweig Müncheroda",51.239328,11.737448
000005676,"Zeddenbach (Freyburg)",51.213674,11.747921
000005677,"Bucha (Burgenlandkreis), Kreuzung",51.239058,11.506884
000005678,"Zeuchfeld",51.236877,11.827589
000005679,"Schleberoda",51.237795,11.803297
000005680,"Ebersroda",51.251177,11.772980
000005681,"Ebersroda, Mühle",51.253901,11.764992
000005682,"Baumersroda (Gleina)",51.262792,11.757802
000005683,"Gleina (b. Laucha), Schule",51.257349,11.723431
000005684,"Dorndorf (Laucha)",51.233420,11.681990
000005685,"Gleina (b. Laucha)",51.256903,11.717846
000005686,"Zeisdorf (Wohlmirstedt)",51.242285,11.444067
000005687,"Wiehe, Kulturhaus",51.263125,11.420698
000005688,"Nebra (Unstrut), Bahnhof (Bus)",51.283611,11.570454
000005689,"Reinsdorf (b. Nebra), Abzweig",51.299164,11.587586
000005691,"Reinsdorf (b. Nebra), Kleinsportstätte",51.292874,11.600023
000005692,"Wippach (Altenroda)",51.251015,11.562518
000005693,"Birkigt (Altenroda), Abzweig",51.250269,11.572748
000005694,"Dölzig (Schkeutitz), Westringstr./Akzent",51.349092,12.194807
000005696,"Bad Bibra, Käserei",51.208900,11.589175
000005701,"Halle (Saale), Meisenweg",51.459078,11.962076
000005702,"Halle (Saale), Haflingerstr.",51.476392,11.940738
000005704,"Merseburg, Carl-von-Basedow-Klinikum",51.365243,11.994461
000005705,"Halle (Saale), Carl-Schorlemmer-Ring",51.485265,11.919219
000005706,"Halle (Saale), Energiepark Dieselstr.",51.457200,11.991385
000005708,"Halle (Saale), Camillo-Irmscher-Str.",51.439964,11.990330
000005709,"Halle (Saale), Chemiestr.",51.434966,11.988564
000005710,"Bad Bibra, Verwaltungsamt",51.205216,11.587065
000005715,"Halle (Saale), Heinrich-Schütz-Str.",51.469197,11.984555
000005716,"Halle (Saale), Steinweg",51.476998,11.970192
000005718,"Halle (Saale), Rockendorfer Weg",51.456802,11.958201
000005719,"Halle (Saale), Rennbahnring",51.480018,11.944240
000005721,"Halle (Saale), Bremer Str.",51.444255,11.944843
000005722,"Halle (Saale), Kurallee",51.504137,11.966829
000005723,"Halle (Saale), Prager Str.",51.447316,11.943616
000005727,"Zscherben, Am Bruchfeld",51.471737,11.881688
000005728,"Halle (Saale), Glauchaer Platz",51.479720,11.964609
000005729,"Halle (Saale), Gottfried-Lindner-Str.",51.437541,11.992631
000005730,"Halle (Saale), Am Leipziger Turm",51.478294,11.977202
000005731,"Halle (Saale), Gartenstadt Nietleben",51.490137,11.912387
000005733,"Zscherben, Am Schanzkorb",51.471870,11.878097
000005734,"Halle (Saale), Nachtigallensteig",51.492433,11.909365
000005737,"Halle (Saale), Mustangweg",51.476074,11.936600
000005738,"Halle (Saale), Pflaumenweg",51.458122,12.006298
000005739,"Halle (Saale), Am Heidesee",51.489663,11.903961
000005764,"Landsberg (b. Halle), S-Bahnhof (Bus)",51.532292,12.166257
000005845,"Gröbzig, Schule",51.674705,11.885512
000005867,"Halle (Saale), Käthe-Kollwitz-Str.",51.478865,12.031363
000005868,"Halle (Saale), Tornau",51.527236,12.005909
000005887,"Auenhain (Markkleeberg), Kanupark",51.255852,12.427479
000005919,"Kleinwethau, Am Zeitzer Wege",51.134400,11.864420
000006010,"Glesien (Schkeuditz), Werlitzscher Str.",51.441826,12.213309
000006169,"Dahlen (Sachsen), Käthe-Kollwitz-Hütte",51.399505,13.024027
000006466,"Lossa (Thallwitz), Am Gnadenhof",51.409063,12.715176
000006475,"Großpösna, Pösna Park/Am Spielplatz",51.267923,12.497782
000006476,"Halle (Saale), Grashalmstr.",51.517570,11.902538
000006479,"Wachau (b. Leipzig), GLOBUS Wachau",51.284045,12.428289
000006483,"Beckwitz (Torgau), Gaststätte Flotte",51.495263,12.990687
000006484,"Burkhardtshof (Belgern), Nord",51.433592,13.171354
000006486,"Staupitz (Pflückuff), Sportplatzweg",51.492706,12.953411
000006487,"Welsau (Zinna), Lindenstr.",51.575134,12.972838
000006520,"Halle (Saale), Lessingstr.",51.490878,11.975574
000006622,"Zörbig, Lindenstr.",51.630251,12.116881
000006656,"Hohenmölsen, Friedensstr.",51.158386,12.099498
000006658,"Luckowehna (Schönwölkau), Brinniser Str.",51.507608,12.448566
000006659,"Weißenfels, Naumburger Str.",51.197164,11.960500
000006660,"Weißenfels, Töpferdamm",51.203086,11.977640
000006661,"Zeitz, Röntgenstr.",51.044766,12.139013
000006664,"Spören, Hirtenweg",51.601026,12.126861
000006672,"Beucha (Brandis), Am Tollertbruch",51.323536,12.582557
000006673,"Brandis (b. Wurzen), Lindenplatz",51.331695,12.603534
000006674,"Brandis (b. Wurzen), Siedlung West",51.327236,12.596783
000006675,"Brandis (b. Wurzen), Weststr.",51.329733,12.601844
000006676,"Waldsteinberg, Rehwinkel",51.318315,12.588880
000006677,"Halle (Saale), Polarisstr.",51.490901,12.082845
000007015,"Altenburg (Thür.), Leipziger Str./Remsaer Str (EH)",51.003261,12.448299
000007552,"Kayna, Schule",50.993907,12.237466
000007571,"Weißenfels, Marienmühle",51.207551,11.961510
000007572,"Weißenfels, Karl-Marx-Siedlung",51.199873,11.988681
000007573,"Langendorf (Weißenfels), Klosterkirche",51.182901,11.963119
000007575,"Gerstewitz (Zorbau), L",51.190123,12.036240
000007576,"Langendorf (Weißenfels), Bornberg",51.174578,11.953774
000007579,"Weißenfels, Betriebshof",51.199620,11.992242
000007600,"Rasberg, Gartenanlage (Zeitz)",51.034534,12.131291
000007601,"Zeitz, Klinikum",51.031834,12.157760
000007602,"Zeitz, Forststr.",51.042574,12.120480
000007603,"Zeitz, Forstplatz",51.045163,12.122851
000009353,"Halle (Saale), Heinrich-Lammasch-Platz",51.496850,11.923691
000009354,"Halle (Saale), Hallorenstr.",51.481411,11.928822
000009523,"Sautzschen (Haynsburg)",51.022674,12.055272
000009566,"Brachwitz, Am Schlossberg",51.545134,11.888028
000009567,"Wallwitz (Saalekreis), Grundschule",51.578825,11.929920
000009568,"Beesenstedt (Salzatal), Kirchplatz",51.569997,11.737200
000009569,"Sietzsch, Poststr.",51.490272,12.180020
000009570,"Sietzsch, Mittelstr.",51.488192,12.173509
000009571,"Schiepzig, Seepark Nelkenstr.",51.525233,11.853359
000009572,"Brachwitz, Am Burgwall",51.538464,11.877745
000009579,"Köllme, Abzweig",51.504567,11.814553
000009581,"Kuckenburg, Abzweig",51.409496,11.645036
000009582,"Albersroda",51.284336,11.718133
000009583,"Alberstedt, Feuerwehr",51.446601,11.622981
000009584,"Möderau, Abzweig",51.560016,11.914084
000009585,"Alberstedt, Siedlung",51.448878,11.627687
000009586,"Plötz, Abzweig",51.637074,11.936075
000009588,"Almsdorf (Mücheln)",51.258598,11.861636
000009589,"Altweidenbach (Obhausen)",51.382903,11.660857
000009590,"Angersdorf, An der Feuerwache",51.458621,11.907112
000009591,"Angersdorf, Kali",51.456220,11.881645
000009592,"Angersdorf, Mühlberg",51.456573,11.899786
000009593,"Angersdorf, Siedlung",51.452983,11.902048
000009594,"Angersdorf, Wilhelmshöhe",51.461590,11.909186
000009595,"Asendorf, Obhäuser Str.",51.413068,11.734911
000009596,"Atzendorf (Geusa), Abzweig",51.341317,11.956638
000009599,"Bad Dürrenberg, Engelsschule",51.293201,12.070618
000009602,"Bad Lauchstädt, Bahnhof (Bus)",51.389190,11.871206
000009605,"Bad Lauchstädt, Markt",51.387350,11.867757
000009606,"Bad Lauchstädt, Am Schloss",51.387584,11.864826
000009608,"Balditz (Bad Dürrenberg)",51.290328,12.081740
000009609,"Barnstädt, Schule",51.344147,11.641728
000009611,"Bennstedt (Salzatal), Abzweig B80",51.475549,11.823375
000009615,"Beuna (Geiseltal), Bahnhof (Bus)",51.323546,11.961794
000009616,"Beuna (Geiseltal), Kindergarten",51.322343,11.954986
000009617,"Beuna (Geiseltal), Volkshaus",51.320817,11.949163
000009618,"Bad Lauchstädt, Hallesche Str.",51.390998,11.871161
000009619,"Biendorf (Mücheln)",51.301398,11.831226
000009621,"Blösien, Dorfplatz",51.333057,11.919995
000009622,"Blösien, Bergmannsring",51.331926,11.924616
000009624,"Branderoda, Ort",51.263511,11.812931
000009625,"Branderoda, Siedlung",51.266970,11.812641
000009626,"Schkopau, Am Königsborn",51.391818,11.982559
000009627,"Braunsbedra, Atlantis",51.285677,11.875637
000009628,"Bad Lauchstädt, Zentrales Umspannwerk",51.406162,11.888859
000009629,"Braunsbedra, Friedhof",51.287143,11.899314
000009630,"Braunsbedra, Grundschule",51.286084,11.884293
000009631,"Bageritz (Landsberg), Bageritzer Ring",51.480901,12.163844
000009632,"Braunsbedra, Parksiedlung",51.283671,11.881518
000009633,"Braunsbedra, Zentrum",51.284890,11.887860
000009634,"Braunsbedra, Neumark",51.293481,11.871622
000009637,"Bündorf (Knapendorf)",51.372585,11.920587
000009639,"Burgliebenau",51.391156,12.044599
000009640,"Burgstaden",51.368446,11.878956
000009646,"Beidersee (Morl), Bahnhofstr.",51.565756,11.905233
000009648,"Benkendorf (Salzmünde), Quillschinaer Str.",51.515510,11.822332
000009650,"Benkendorf (Teutschenthal), Merseburger Str.",51.427796,11.917047
000009652,"Benndorf (Saalekreis), Am Teich",51.442202,12.095574
000009654,"Bennewitz (Kabelsketal), An der Reichsbahn",51.436797,12.097985
000009655,"Delitz am Berge, Freiheitstr.",51.417701,11.902873
000009656,"Döcklitz (Obhausen)",51.404802,11.623505
000009657,"Dölkau (Zweimen)",51.360894,12.147516
000009660,"Schladebach, Domäne",51.315851,12.107671
000009661,"Dornstedt, Steudener Str.",51.411589,11.744743
000009662,"Beuditz (Kabelsketal), Rabutzer Weg",51.420358,12.171665
000009663,"Dörstewitz (Knapendorf)",51.396230,11.918084
000009664,"Beuditz (Kabelsketal), Am Dorfplatz",51.420734,12.179025
000009666,"Eisdorf (Teutschenthal), Pappelgrund",51.461177,11.844393
000009670,"Boltzenhöhe, Str. des Friedens",51.519021,11.747585
000009671,"Brachstedt, Alter Dorfplatz",51.570308,12.051616
000009672,"Brachstedt Am Sportplatz",51.569050,12.048127
000009673,"Brachwitz, Platz der Jugend",51.537337,11.870177
000009675,"Braschwitz, Am alten Teich",51.521779,12.057678
000009676,"Merseburg, EKZ Hohendorfer Marke",51.381264,11.986757
000009677,"Braschwitz, Saarbrücker Str.",51.517081,12.059582
000009678,"Ermlitz, An der Mühle",51.390999,12.162087
000009679,"Esperstedt (b. Querfurt)",51.424188,11.672675
000009680,"Etzdorf (Teutschenthal), Alte Hauptstr.",51.430310,11.759515
000009681,"Ermlitz, Pestalozzistr.",51.391101,12.156992
000009682,"Halle (Saale), Schmelzerstr.",51.444279,12.030955
000009683,"Farnstädt, Kaufhalle",51.429281,11.572515
000009684,"Farnstädt, Schule",51.431290,11.573146
000009687,"Querfurt, Fichtensiedlung",51.373546,11.584929
000009688,"Frankleben, Kastanienstr.",51.314255,11.936977
000009690,"Merseburg, Freiimfelde, Autohaus",51.383660,11.986224
000009692,"Dalena, Edlauer Str.",51.645755,11.844669
000009694,"Dammendorf, Zum Park",51.576356,12.130837
000009697,"Friedensdorf",51.350482,12.063824
000009698,"Friedensdorf, Abzweig",51.359367,12.060310
000009699,"Merseburg, West, Kleeblatt",51.358430,11.978851
000009700,"Merseburg, West, Gustav-Adolf-Str.",51.351509,11.978430
000009701,"Delitz am Berge, Gartenstr.",51.414940,11.900714
000009706,"Deutleben",51.598457,11.841652
000009708,"Gatterstädt (Querfurt), Große Str.",51.401354,11.551284
000009709,"Gatterstädt (Querfurt), Kaufhalle",51.401781,11.542397
000009710,"Dobis, Rothenburger Str.",51.613647,11.767004
000009712,"Döblitz, Am Saalebogen",51.557358,11.830289
000009713,"Geusa, Dorfplatz",51.337739,11.939484
000009714,"Geusa, Schule",51.335795,11.940996
000009716,"Geusa",51.339677,11.947159
000009717,"Dölbau, Am Pfaffengraben",51.466906,12.058726
000009720,"Merseburg, Gewerbegebiet Nord",51.372696,11.973299
000009722,"Merseburg, Süd, Glückaufstr.",51.332415,11.989592
000009723,"Döllnitz (b. Halle), Mafa",51.415718,12.034269
000009725,"Goddula (Bad Dürrenberg)",51.274336,12.066893
000009726,"Göhren (Zweimen)",51.355076,12.136146
000009727,"Göhren (Zweimen), Abzweig",51.352092,12.136761
000009728,"Domnitz (Saalekreis), L50",51.629671,11.833911
000009729,"Göhrendorf",51.354527,11.655808
000009732,"Grockstädt",51.328186,11.579420
000009733,"Dornstedt, Schule",51.410721,11.747235
000009734,"Großgräfendorf (Bad Lauchstädt)",51.394007,11.818003
000009735,"Dößel, Hamstergasse",51.615049,11.793936
000009736,"Großkayna",51.290891,11.934696
000009737,"Drehlitz, Ortsmitte",51.603577,11.965646
000009739,"Drobitz, Petersberger Str.",51.599722,11.992464
000009741,"Droysig (Reußen), Reußener Weg",51.497590,12.105984
000009743,"Gröst",51.260378,11.851730
000009744,"Günthersdorf (Leuna), IKEA",51.348200,12.180358
000009745,"Eisdorf (Teutschenthal), Hallesche Str.",51.457458,11.823424
000009747,"Eisdorf (Teutschenthal), Mühlberg",51.461281,11.817730
000009748,"Günthersdorf (Leuna), Sonnenweg",51.339754,12.168533
000009749,"Günthersdorf (Leuna), Schäferei",51.344618,12.171539
000009750,"Günthersdorf (Leuna), Kötschlitz Abzweig",51.347376,12.172275
000009751,"Eisdorf (Teutschenthal), Bahnhof (Bus)",51.464595,11.820885
000009756,"Halle (Saale), Karl-Meißner-Str.",51.422654,11.999941
000009762,"Merseburg, Freiimfelde, Hansastr.",51.382569,11.979285
000009766,"Eismannsdorf, Zum Dorfplatz",51.566125,12.093879
000009769,"Horburg",51.365511,12.172625
000009770,"Merseburg, West, Ikarusstr.",51.357169,11.977161
000009772,"Jüdendorf (Steigra), Schnellrodaer Str.",51.310968,11.692811
000009775,"Kalzendorf (Steigra)",51.302042,11.677056
000009779,"Kauern (Tollwitz), Am Johannisanger",51.280378,12.104729
000009780,"Kauern (Tollwitz)",51.280062,12.113223
000009781,"Merseburg, Kaufland",51.372085,11.978230
000009785,"Kleineichstädt (Grockstädt)",51.326460,11.553551
000009786,"Klein Gräfendorf (Milzau)",51.365233,11.862625
000009789,"Kleinlauchstädt (Bad Lauchstädt)",51.383965,11.883681
000009791,"Merseburg, Gotthardstr.",51.353968,11.993380
000009792,"Klobikau, Schule",51.354592,11.847689
000009793,"Knapendorf",51.372745,11.943265
000009794,"Knapendorf, Gartenanlage",51.372864,11.942468
000009795,"Knapendorf, Str. der Freundschaft",51.375316,11.937181
000009796,"Kollenbey (Schkopau)",51.394921,12.004678
000009797,"Friedeburg (Saale), Siedlung",51.612330,11.739228
000009799,"Korbetha, Dorfstr.",51.404212,11.963974
000009800,"Friedrichschwerz, Coloniestr.",51.549600,11.855087
000009801,"Kötschlitz",51.355147,12.169538
000009802,"Frößnitz (Petersberg), Köthener Str.",51.586694,11.944195
000009805,"Kötzschau, Bahnhof (Bus)",51.306099,12.125430
000009806,"Kötzschau, Alte Leipziger Str.",51.313063,12.127596
000009808,"Kötzschau, Mühle",51.310183,12.125004
000009809,"Löbejün, Gärtnerei Ackermann",51.638870,11.927203
000009810,"Kötzschau, Schule",51.311304,12.124808
000009812,"Kötzschen, Kirche",51.326417,11.971981
000009814,"Krakau (Milzau)",51.363642,11.858534
000009816,"Kreypau, Wüsteneutzscher Str.",51.329441,12.045973
000009817,"Kreypau, Abzweig",51.357470,12.033387
000009818,"Kreypau, Merseburger Str.",51.328710,12.045738
000009822,"Krumpa, Addinol",51.295718,11.849648
000009823,"Krumpa, Hauptstr.",51.297472,11.844049
000009824,"Krumpa, Schule",51.296292,11.845611
000009826,"Halle (Saale), Hans-Dietrich-Genscher-Str.",51.478934,12.095082
000009827,"Merseburg, Freiimfelde, Ladegaststr.",51.379274,11.985105
000009828,"Landgrafroda (Ziegelroda)",51.351619,11.428765
000009829,"Queis, Geltestr./Gewerbegebiet",51.473057,12.089185
000009832,"Queis, Queiser Ring/Gewerbegebiet",51.474029,12.092562
000009833,"Langeneichstädt, Schule",51.346727,11.742958
000009835,"Queis, Priemitzstr./Gewerbegebiet",51.476271,12.085601
000009836,"Gimritz, Wettiner Landstr.",51.566812,11.870765
000009838,"Leiha (Roßbach)",51.262975,11.874892
000009841,"Leimbach (b. Querfurt), Ortsmitte",51.361377,11.548673
000009842,"Leimbach (b. Querfurt), Kreuzung",51.355328,11.547375
000009843,"Gödewitz, Pfützthaler Str.",51.541224,11.802052
000009844,"Leimbach (b. Querfurt), Ort",51.360556,11.545942
000009848,"Gollma (Landsberg), Delitzscher Str.",51.515813,12.169176
000009850,"Görbitz, Kirche",51.576621,11.876592
000009851,"Lennewitz (Bad Dürrenberg)",51.307180,12.065900
000009852,"Leuna, Einsteinstr.",51.326707,12.023806
000009853,"Gottenz, Thomas-Müntzer Str.",51.450262,12.132627
000009854,"Leuna, Lindenplatz",51.332440,12.004061
000009855,"Gottgau Mühlenstr.",51.643900,11.896213
000009856,"Schwoitsch, Parkweg",51.437933,12.117195
000009858,"Gröbers, Gewerbegebiet",51.444111,12.132321
000009859,"Leuna, Rathaus",51.323598,12.024089
000009860,"Gröbers, Sparkasse",51.430014,12.118123
000009861,"Leuna, Leuna 2000",51.280563,11.985361
000009863,"Liederstädt, Ambulanz (Vitzenburg)",51.306534,11.583210
000009864,"Gröbers, Schule",51.428621,12.118445
000009865,"Liederstädt, Feuerwehr",51.309339,11.579538
000009868,"Lochau (b. Halle), Abzweig Burgliebenau",51.398287,12.048695
000009871,"Raßnitz, Kieswerk",51.393036,12.078267
000009872,"Lochau (b. Halle), Sportplatz",51.399914,12.045957
000009873,"Großkugel, Beuditzer Weg",51.418512,12.159113
000009874,"Lodersleben",51.376774,11.545118
000009875,"Großkugel, Teich",51.417909,12.148459
000009876,"Lodersleben, Brauner Hirsch",51.379139,11.533053
000009877,"Lösau, Ort (Dehlitz)",51.223841,12.027907
000009880,"Grube Ferdinande",51.542967,11.930426
000009883,"Luppenau, Löpitz",51.367161,12.043120
000009884,"Luppenau, Lössen",51.372944,12.039266
000009885,"Luppenau, Tragarth",51.361863,12.053569
000009887,"Lützen, Bad",51.259909,12.140248
000009889,"Markranstädt, Markt",51.301566,12.220935
000009890,"Gutenberg, Schule",51.546347,11.966534
000009891,"Gutenberg, Ortsmitte",51.546682,11.971747
000009893,"Gütz Otto-Quandt-Str.",51.532858,12.147598
000009894,"Markranstädt, Schulstr. (Markt)",51.302144,12.220847
000009895,"Maßlau",51.370101,12.178099
000009896,"Merseburg, Albrecht-Dürer-Str.",51.354771,11.983065
000009897,"Merseburg, Fliederweg",51.349000,11.983752
000009898,"Merseburg, Hälterstr.",51.358670,11.996932
000009899,"Merseburg, Herdergymnasium",51.351322,11.998075
000009900,"Merseburg, Rischmühleninsel",51.353831,12.002590
